2026-02-05 09:21:21.466 [background-preinit] INFO  [] org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2026-02-05 15:16:29.433 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.elasticsearch.ElasticsearchRestClientConfigurations$RestClientBuilderConfiguration' of type [org.springframework.boot.autoconfigure.elasticsearch.ElasticsearchRestClientConfigurations$RestClientBuilderConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:16:29.440 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'defaultRestClientBuilderCustomizer' of type [org.springframework.boot.autoconfigure.elasticsearch.ElasticsearchRestClientConfigurations$DefaultRestClientBuilderCustomizer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:16:29.441 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'elasticsearchRestClientBuilder' of type [org.elasticsearch.client.RestClientBuilder] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:16:29.606 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'elasticsearchRestHighLevelClient' of type [org.elasticsearch.client.RestHighLevelClient] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:16:29.608 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.data.elasticsearch.ElasticsearchDataConfiguration$BaseConfiguration' of type [org.springframework.boot.autoconfigure.data.elasticsearch.ElasticsearchDataConfiguration$BaseConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:16:29.624 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'elasticsearchCustomConversions' of type [org.springframework.data.elasticsearch.core.convert.ElasticsearchCustomConversions] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:16:29.657 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'mappingContext' of type [org.springframework.data.elasticsearch.core.mapping.SimpleElasticsearchMappingContext] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:16:29.662 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'elasticsearchConverter' of type [org.springframework.data.elasticsearch.core.convert.MappingElasticsearchConverter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:16:29.673 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'elasticsearchTemplate' of type [org.springframework.data.elasticsearch.core.ElasticsearchRestTemplate] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:16:29.727 [I/O dispatcher 1] WARN  [] org.elasticsearch.client.RestClient - request [GET http://localhost:9200/] returned 1 warnings: [299 Elasticsearch-7.17.29-580aff1a0064ce4c93293aaab6fcc55e22c10d1c "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.17/security-minimal-setup.html to enable security."]
2026-02-05 15:16:29.739 [main] WARN  [] org.elasticsearch.client.RestClient - request [HEAD http://localhost:9200/zhishilu_user] returned 1 warnings: [299 Elasticsearch-7.17.29-580aff1a0064ce4c93293aaab6fcc55e22c10d1c "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.17/security-minimal-setup.html to enable security."]
2026-02-05 15:16:29.760 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'userRepository' of type [org.springframework.data.elasticsearch.repository.support.ElasticsearchRepositoryFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:16:29.760 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'userRepository' of type [jdk.proxy2.$Proxy78] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:16:29.762 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'userService' of type [com.zhishilu.service.UserService] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:16:29.764 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'jwtRealm' of type [com.zhishilu.shiro.JwtRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:16:29.775 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'securityManager' of type [org.apache.shiro.web.mgt.DefaultWebSecurityManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:16:29.779 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'jwtFilter' of type [com.zhishilu.shiro.JwtFilter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:16:29.782 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'authorizationAttributeSourceAdvisor' of type [org.apache.shiro.spring.security.interceptor.AuthorizationAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:16:29.787 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'eventBus' of type [org.apache.shiro.event.support.DefaultEventBus] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:16:29.896 [main] INFO  [] org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2026-02-05 15:16:29.900 [main] INFO  [] org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2026-02-05 15:16:29.901 [main] INFO  [] org.apache.catalina.core.StandardService - Starting service [Tomcat]
2026-02-05 15:16:29.901 [main] INFO  [] org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.83]
2026-02-05 15:16:29.957 [main] INFO  [] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2026-02-05 15:16:29.957 [main] INFO  [] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 936 ms
2026-02-05 15:16:30.040 [main] WARN  [] org.elasticsearch.client.RestClient - request [HEAD http://localhost:9200/zhishilu_log] returned 1 warnings: [299 Elasticsearch-7.17.29-580aff1a0064ce4c93293aaab6fcc55e22c10d1c "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.17/security-minimal-setup.html to enable security."]
2026-02-05 15:16:30.060 [main] WARN  [] org.elasticsearch.client.RestClient - request [HEAD http://localhost:9200/zhishilu_article] returned 1 warnings: [299 Elasticsearch-7.17.29-580aff1a0064ce4c93293aaab6fcc55e22c10d1c "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.17/security-minimal-setup.html to enable security."]
2026-02-05 15:16:30.260 [main] INFO  [] org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-02-05 15:16:30.265 [main] INFO  [] org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/api'
2026-02-05 15:16:30.270 [main] INFO  [] com.zhishilu.ZhishiluApplication - Started ZhishiluApplication in 1.485 seconds (JVM running for 1.886)
2026-02-05 15:16:30.273 [main] WARN  [] org.elasticsearch.client.RestClient - request [HEAD http://localhost:9200/zhishilu_article] returned 1 warnings: [299 Elasticsearch-7.17.29-580aff1a0064ce4c93293aaab6fcc55e22c10d1c "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.17/security-minimal-setup.html to enable security."]
2026-02-05 15:16:30.274 [main] WARN  [] org.elasticsearch.client.RestClient - request [HEAD http://localhost:9200/zhishilu_user] returned 1 warnings: [299 Elasticsearch-7.17.29-580aff1a0064ce4c93293aaab6fcc55e22c10d1c "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.17/security-minimal-setup.html to enable security."]
2026-02-05 15:16:30.276 [main] WARN  [] org.elasticsearch.client.RestClient - request [HEAD http://localhost:9200/zhishilu_log] returned 1 warnings: [299 Elasticsearch-7.17.29-580aff1a0064ce4c93293aaab6fcc55e22c10d1c "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.17/security-minimal-setup.html to enable security."]
2026-02-05 15:16:30.276 [main] INFO  [] com.zhishilu.config.ElasticsearchIndexInitializer - Elasticsearch索引初始化完成
2026-02-05 15:17:10.727 [http-nio-8080-exec-1] INFO  [] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-02-05 15:17:10.727 [http-nio-8080-exec-1] INFO  [] org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-02-05 15:17:10.728 [http-nio-8080-exec-1] INFO  [] org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2026-02-05 15:17:10.757 [http-nio-8080-exec-1] INFO  [c0e49088afaa4f42bf8d49670705a1d6] com.zhishilu.filter.AccessLogFilter - 接口调用: [POST /api/auth/register] IP: [0:0:0:0:0:0:0:1], 耗时: 24ms, 参数: [], 请求体: [], 响应结果: [{"code":401,"message":"请先登录","data":null,"timestamp":1770275830743}]
2026-02-05 15:18:02.309 [http-nio-8080-exec-4] INFO  [e1a225ab04654eaba969530e422293dd] com.zhishilu.filter.AccessLogFilter - 接口调用: [POST /api/auth/register] IP: [0:0:0:0:0:0:0:1], 耗时: 1ms, 参数: [], 请求体: [], 响应结果: [{"code":401,"message":"请先登录","data":null,"timestamp":1770275882308}]
2026-02-05 15:20:20.201 [http-nio-8080-exec-3] INFO  [299002336fb2448a962a6eae027f9884] com.zhishilu.filter.AccessLogFilter - 接口调用: [POST /api/auth/register] IP: [0:0:0:0:0:0:0:1], 耗时: 0ms, 参数: [], 请求体: [], 响应结果: [{"code":401,"message":"请先登录","data":null,"timestamp":1770276020201}]
2026-02-05 15:20:39.423 [http-nio-8080-exec-8] INFO  [940351c45a774734b8bc7df0d27103bb] com.zhishilu.filter.AccessLogFilter - 接口调用: [POST /api/auth/register] IP: [0:0:0:0:0:0:0:1], 耗时: 6862ms, 参数: [], 请求体: [], 响应结果: [{"code":401,"message":"请先登录","data":null,"timestamp":1770276039423}]
2026-02-05 15:20:48.468 [background-preinit] INFO  [] org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2026-02-05 15:20:48.486 [main] INFO  [] com.zhishilu.ZhishiluApplication - Starting ZhishiluApplication using Java 17.0.15 on DESKTOP-02KK34E with PID 28216 (C:\lixiang\code\zhishilu\target\classes started by admin in C:\lixiang\code\zhishilu)
2026-02-05 15:20:48.488 [main] INFO  [] com.zhishilu.ZhishiluApplication - No active profile set, falling back to 1 default profile: "default"
2026-02-05 15:20:48.729 [main] INFO  [] org.springframework.data.repository.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Elasticsearch repositories in DEFAULT mode.
2026-02-05 15:20:48.751 [main] INFO  [] org.springframework.data.repository.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 20 ms. Found 3 Elasticsearch repository interfaces.
2026-02-05 15:20:48.753 [main] INFO  [] org.springframework.data.repository.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Reactive Elasticsearch repositories in DEFAULT mode.
2026-02-05 15:20:48.755 [main] INFO  [] org.springframework.data.repository.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 2 ms. Found 0 Reactive Elasticsearch repository interfaces.
2026-02-05 15:20:48.821 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.apache.shiro.spring.boot.autoconfigure.ShiroBeanAutoConfiguration' of type [org.apache.shiro.spring.boot.autoconfigure.ShiroBeanAutoConfiguration$$EnhancerBySpringCGLIB$$ce540de5] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:48.847 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.apache.shiro.spring.boot.autoconfigure.ShiroAnnotationProcessorAutoConfiguration' of type [org.apache.shiro.spring.boot.autoconfigure.ShiroAnnotationProcessorAutoConfiguration$$EnhancerBySpringCGLIB$$d0e74c8a] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:48.854 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'shiroConfig' of type [com.zhishilu.config.ShiroConfig$$EnhancerBySpringCGLIB$$98e5b180] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:48.860 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'jwtUtil' of type [com.zhishilu.util.JwtUtil] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:48.866 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#204abeff' of type [org.springframework.beans.factory.config.PropertiesFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:48.867 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#204abeff' of type [java.util.Properties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:48.867 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#5984feef' of type [org.springframework.data.repository.core.support.PropertiesBasedNamedQueries] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:48.868 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#3d19d85' of type [org.springframework.data.repository.core.support.RepositoryFragmentsFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:48.869 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#3d19d85' of type [org.springframework.data.repository.core.support.RepositoryComposition$RepositoryFragments] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:48.870 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.data.elasticsearch.ElasticsearchDataConfiguration$RestClientConfiguration' of type [org.springframework.boot.autoconfigure.data.elasticsearch.ElasticsearchDataConfiguration$RestClientConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:48.870 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.elasticsearch.ElasticsearchRestClientConfigurations$RestHighLevelClientConfiguration' of type [org.springframework.boot.autoconfigure.elasticsearch.ElasticsearchRestClientConfigurations$RestHighLevelClientConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:48.879 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.elasticsearch-org.springframework.boot.autoconfigure.elasticsearch.ElasticsearchProperties' of type [org.springframework.boot.autoconfigure.elasticsearch.ElasticsearchProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:48.880 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.elasticsearch.rest-org.springframework.boot.autoconfigure.elasticsearch.DeprecatedElasticsearchRestClientProperties' of type [org.springframework.boot.autoconfigure.elasticsearch.DeprecatedElasticsearchRestClientProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:48.881 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.elasticsearch.ElasticsearchRestClientConfigurations$RestClientBuilderConfiguration' of type [org.springframework.boot.autoconfigure.elasticsearch.ElasticsearchRestClientConfigurations$RestClientBuilderConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:48.886 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'defaultRestClientBuilderCustomizer' of type [org.springframework.boot.autoconfigure.elasticsearch.ElasticsearchRestClientConfigurations$DefaultRestClientBuilderCustomizer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:48.887 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'elasticsearchRestClientBuilder' of type [org.elasticsearch.client.RestClientBuilder] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:49.028 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'elasticsearchRestHighLevelClient' of type [org.elasticsearch.client.RestHighLevelClient] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:49.029 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.data.elasticsearch.ElasticsearchDataConfiguration$BaseConfiguration' of type [org.springframework.boot.autoconfigure.data.elasticsearch.ElasticsearchDataConfiguration$BaseConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:49.048 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'elasticsearchCustomConversions' of type [org.springframework.data.elasticsearch.core.convert.ElasticsearchCustomConversions] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:49.082 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'mappingContext' of type [org.springframework.data.elasticsearch.core.mapping.SimpleElasticsearchMappingContext] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:49.087 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'elasticsearchConverter' of type [org.springframework.data.elasticsearch.core.convert.MappingElasticsearchConverter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:49.098 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'elasticsearchTemplate' of type [org.springframework.data.elasticsearch.core.ElasticsearchRestTemplate] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:49.137 [I/O dispatcher 1] WARN  [] org.elasticsearch.client.RestClient - request [GET http://localhost:9200/] returned 1 warnings: [299 Elasticsearch-7.17.29-580aff1a0064ce4c93293aaab6fcc55e22c10d1c "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.17/security-minimal-setup.html to enable security."]
2026-02-05 15:20:49.148 [main] WARN  [] org.elasticsearch.client.RestClient - request [HEAD http://localhost:9200/zhishilu_user] returned 1 warnings: [299 Elasticsearch-7.17.29-580aff1a0064ce4c93293aaab6fcc55e22c10d1c "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.17/security-minimal-setup.html to enable security."]
2026-02-05 15:20:49.166 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'userRepository' of type [org.springframework.data.elasticsearch.repository.support.ElasticsearchRepositoryFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:49.167 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'userRepository' of type [jdk.proxy2.$Proxy78] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:49.169 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'userService' of type [com.zhishilu.service.UserService] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:49.171 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'jwtRealm' of type [com.zhishilu.shiro.JwtRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:49.181 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'securityManager' of type [org.apache.shiro.web.mgt.DefaultWebSecurityManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:49.184 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'jwtFilter' of type [com.zhishilu.shiro.JwtFilter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:49.187 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'authorizationAttributeSourceAdvisor' of type [org.apache.shiro.spring.security.interceptor.AuthorizationAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:49.191 [main] INFO  [] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'eventBus' of type [org.apache.shiro.event.support.DefaultEventBus] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-02-05 15:20:49.282 [main] INFO  [] org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2026-02-05 15:20:49.286 [main] INFO  [] org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2026-02-05 15:20:49.286 [main] INFO  [] org.apache.catalina.core.StandardService - Starting service [Tomcat]
2026-02-05 15:20:49.287 [main] INFO  [] org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.83]
2026-02-05 15:20:49.337 [main] INFO  [] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2026-02-05 15:20:49.337 [main] INFO  [] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 832 ms
2026-02-05 15:20:49.402 [main] WARN  [] org.elasticsearch.client.RestClient - request [HEAD http://localhost:9200/zhishilu_log] returned 1 warnings: [299 Elasticsearch-7.17.29-580aff1a0064ce4c93293aaab6fcc55e22c10d1c "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.17/security-minimal-setup.html to enable security."]
2026-02-05 15:20:49.422 [main] WARN  [] org.elasticsearch.client.RestClient - request [HEAD http://localhost:9200/zhishilu_article] returned 1 warnings: [299 Elasticsearch-7.17.29-580aff1a0064ce4c93293aaab6fcc55e22c10d1c "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.17/security-minimal-setup.html to enable security."]
2026-02-05 15:20:49.590 [main] INFO  [] org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-02-05 15:20:49.594 [main] INFO  [] org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/api'
2026-02-05 15:20:49.599 [main] INFO  [] com.zhishilu.ZhishiluApplication - Started ZhishiluApplication in 1.305 seconds (JVM running for 1.63)
2026-02-05 15:20:49.603 [main] WARN  [] org.elasticsearch.client.RestClient - request [HEAD http://localhost:9200/zhishilu_article] returned 1 warnings: [299 Elasticsearch-7.17.29-580aff1a0064ce4c93293aaab6fcc55e22c10d1c "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.17/security-minimal-setup.html to enable security."]
2026-02-05 15:20:49.605 [main] WARN  [] org.elasticsearch.client.RestClient - request [HEAD http://localhost:9200/zhishilu_user] returned 1 warnings: [299 Elasticsearch-7.17.29-580aff1a0064ce4c93293aaab6fcc55e22c10d1c "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.17/security-minimal-setup.html to enable security."]
2026-02-05 15:20:49.607 [main] WARN  [] org.elasticsearch.client.RestClient - request [HEAD http://localhost:9200/zhishilu_log] returned 1 warnings: [299 Elasticsearch-7.17.29-580aff1a0064ce4c93293aaab6fcc55e22c10d1c "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.17/security-minimal-setup.html to enable security."]
2026-02-05 15:20:49.607 [main] INFO  [] com.zhishilu.config.ElasticsearchIndexInitializer - Elasticsearch索引初始化完成
2026-02-05 15:20:56.817 [http-nio-8080-exec-1] INFO  [] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-02-05 15:20:56.817 [http-nio-8080-exec-1] INFO  [] org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-02-05 15:20:56.818 [http-nio-8080-exec-1] INFO  [] org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2026-02-05 15:20:56.845 [http-nio-8080-exec-1] INFO  [adb09a9b08104c82a349e02857051b76] com.zhishilu.filter.AccessLogFilter - 接口调用: [POST /api/auth/register] IP: [0:0:0:0:0:0:0:1], 耗时: 23ms, 参数: [], 请求体: [], 响应结果: [{"code":401,"message":"请先登录","data":null,"timestamp":1770276056831}]
2026-02-05 15:26:00.923 [background-preinit] INFO  [] org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
